event_message,id,identifier,method,path,search,status_code,timestamp
GET | 200 | 81.77.184.246 | 982adac0bd8feef7 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,f6d74202-3e4c-416c-9fe5-366a9a97dba6,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471255190000
GET | 200 | 81.77.184.246 | 982ad8f1385bf578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,e8da1b0d-686c-4d1a-8ed8-1747e8ffc780,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471181006000
GET | 200 | 81.77.184.246 | 982ad8f0be38d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,79650598-72e0-4ddc-9eec-445d94c53f44,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471180922000
GET | 200 | 81.77.184.246 | 982ad8f02d22d24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,433d6700-9db7-4936-98a9-3e372ffd00f1,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471180830000
GET | 200 | 81.77.184.246 | 982ad8ef2b6bf578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,74320279-14fc-412d-a733-3d33bf7ff83f,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471180669000
GET | 200 | 81.77.184.246 | 982ad8ee5988d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,7e63eb8e-dd46-48b9-92f4-675621051e90,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471180541000
GET | 200 | 81.77.184.246 | 982ad8ed2f6bd24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,a386b566-418d-4387-b7cd-2f9912fb13d1,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471180371000
GET | 200 | 81.77.184.246 | 982ad8eb3813944b | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,827ee1d0-6692-4541-a815-47beac7d00dd,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471180042000
GET | 200 | 81.77.184.246 | 982ad8eb183e8cd8 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,5a2b2dc5-9922-4bbe-a5f4-8c41b27d0edf,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471180021000
GET | 200 | 81.77.184.246 | 982ad8cbed0eef40 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,51b1341c-5f6e-4ce9-a14b-afbd75f680fd,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471175031000
GET | 200 | 81.77.184.246 | 982ad8cbda1a7771 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,8e66f020-1356-46b1-b048-84a9a0d658dc,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471175019000
GET | 200 | 81.77.184.246 | 982ad8ac8fafbe98 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,67651b06-ce8e-4661-8bfa-f20db050f878,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471170047000
GET | 200 | 81.77.184.246 | 982ad8ac9ac694a7 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,243b13eb-3d13-4e3b-98de-b7af3c61a2b1,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471170023000
GET | 200 | 81.77.184.246 | 982ad88d5f114179 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,ecf85377-86b9-4a49-bd3d-4fb1e2ff86bf,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471165023000
GET | 200 | 81.77.184.246 | 982ad88d3cb7f8b3 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,4ad1b6b4-284c-483f-a7cf-155cc127af5d,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471165003000
GET | 200 | 81.77.184.246 | 982ad86df981fea9 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,ff367df1-0da0-4f48-b8ca-315d82f9d488,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471160006000
GET | 200 | 81.77.184.246 | 982ad86def19bea5 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,cb69b2ab-6b96-4d67-8360-6bc5a985554e,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471159994000
GET | 200 | 81.77.184.246 | 982ad84ecc6fd315 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,b49a36a4-5114-4495-9bce-bfbf77137503,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471155014000
GET | 200 | 81.77.184.246 | 982ad84ead29d519 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,63ea46cf-c47b-4809-ab81-8786e9ba0681,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471154995000
GET | 200 | 81.77.184.246 | 982ad82f6bc333fe | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,2691a03a-6ed5-4603-b532-deee1c17c34e,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471149990000
GET | 200 | 81.77.184.246 | 982ad82f4c701bf8 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,6109f4f9-f367-4ff2-8c2e-d826c3cb9145,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471149980000
GET | 200 | 81.77.184.246 | 982ad8102b1f9527 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,8aa19b53-fa9d-4415-a425-da67e2e05478,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471144991000
GET | 200 | 81.77.184.246 | 982ad8100ad793e0 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,bcdceca1-bedd-40d9-865e-2cf8a6a8688a,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471144976000
GET | 200 | 81.77.184.246 | 982ad7f0dff14966 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,b0c00191-8944-4f9e-9e36-770329e4d30c,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471139985000
GET | 200 | 81.77.184.246 | 982ad7f0b8d6ef03 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,1549880b-c45d-49dc-b927-56d41620f89d,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471139972000
GET | 200 | 81.77.184.246 | 982ad7d18a3ef64f | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,c278448f-a61d-4443-b0af-adf43549bdcc,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471135001000
GET | 200 | 81.77.184.246 | 982ad7d18a8c459a | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,bbe1fd72-9ef9-484a-a3c6-df4e38082f3c,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471134972000
GET | 200 | 81.77.184.246 | 982ad7b23e2e6549 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,37801566-4e47-46ca-91be-b082ee67e9ec,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471129968000
GET | 200 | 81.77.184.246 | 982ad7b22dee3eca | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,52a50134-00e2-4d74-9826-bdb4f1633d65,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471129952000
GET | 200 | 81.77.184.246 | 982ad792ed310019 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,8817e594-3e78-4f71-846e-4a3bea84cfeb,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471124956000
GET | 200 | 81.77.184.246 | 982ad792db249541 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,1961e23e-9bf7-4d37-9fd2-47058c53e1df,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471124956000
GET | 200 | 81.77.184.246 | 982ad773b8101179 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,81f47785-5eb3-4062-b731-f7ae0cae795a,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471119957000
GET | 200 | 81.77.184.246 | 982ad773986a8879 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,dff4040d-bff9-4b8a-ac5d-d1cac39d6410,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471119948000
GET | 200 | 81.77.184.246 | 982ad7545ff494db | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,a171a321-3c8a-4914-948b-95262ffbd0e9,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471114966000
GET | 200 | 81.77.184.246 | 982ad7544b72b884 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,3f9d8cfe-3bc7-4a73-a413-93261180a64d,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471114929000
GET | 200 | 81.77.184.246 | 982ad735197a6537 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,83a04077-d0a8-4203-9709-7a953b4c430c,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471109948000
GET | 200 | 81.77.184.246 | 982ad7350c76948e | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,b64eacf0-ec1d-4d04-83ac-3729dd002d98,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471109930000
GET | 200 | 81.77.184.246 | 982ad715cbd81ed8 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,1830a499-d40c-44b2-9b8b-c8efcaba6a80,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471104937000
GET | 200 | 81.77.184.246 | 982ad715ba7e540e | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,2bc55c8e-f4ab-491b-a0f4-b8307835c930,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471104923000
GET | 200 | 81.77.184.246 | 982ad6f67958949c | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,c4e1c679-f054-4d5c-8062-7f5b4a545b5d,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471099927000
GET | 200 | 81.77.184.246 | 982ad6f66b749412 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,d193e791-b7c8-4487-9cb0-93607a30985e,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471099919000
